country,region,year,population,income_per_person,life_expectancy
Belize,americas,1902,38900,1020,26.7
Belize,americas,1903,39200,1020,26.7
Belize,americas,1904,39500,1030,26.7
Belize,americas,1905,39800,1040,26.7
Belize,americas,1906,40200,1040,26.7
Belize,americas,1907,40500,1050,26.7
Belize,americas,1908,40900,1060,26.7
Belize,americas,1909,41300,1060,26.7
Belize,americas,1910,41700,1070,27.3
Belize,americas,1911,42200,1080,27.8
Belize,americas,1912,42700,1090,28.4
Belize,americas,1913,43300,1100,29
Belize,americas,1914,43800,1120,29.6
Belize,americas,1915,44300,1140,30.1
Belize,americas,1916,44900,1150,30.7
Belize,americas,1917,45400,1170,27.1
Belize,americas,1918,45900,1190,31.8
Belize,americas,1919,46500,1210,32.4
Belize,americas,1920,47100,1220,33
Belize,americas,1921,47700,1240,33.6
Belize,americas,1922,48300,1260,34.1
Belize,americas,1923,48900,1280,34.7
Belize,americas,1924,49500,1300,35.3
Belize,americas,1925,50100,1320,35.9
Belize,americas,1926,50700,1340,36.4
Belize,americas,1927,51400,1360,37
Belize,americas,1928,52000,1380,37.6
Belize,americas,1929,52700,1400,38.2
Belize,americas,1930,53500,1420,38.7
Belize,americas,1931,54200,1440,39.3
Belize,americas,1932,55000,1460,39.9
Belize,americas,1933,55800,1480,40.5
Belize,americas,1934,56700,1500,41.4
Belize,americas,1935,57500,1520,42.4
Belize,americas,1936,58300,1540,43.3
Belize,americas,1937,59200,1570,44.2
Belize,americas,1938,60000,1590,45.2
Belize,americas,1939,60800,1610,46.1
Belize,americas,1940,61600,1650,47.1
Belize,americas,1941,62300,1700,48
Belize,americas,1942,63000,1740,49
Belize,americas,1943,63700,1780,49.9
Belize,americas,1944,64400.00000000001,1830,50.9
Belize,americas,1945,65099.99999999999,1870,51.8
Belize,americas,1946,65800,1920,52.8
Belize,americas,1947,66500,1970,53.7
Belize,americas,1948,67500,2010,54.6
Belize,americas,1949,68900,2060,55.6
Belize,americas,1950,71200,2100,55.9
Belize,americas,1951,73400,2130,56.5
Belize,americas,1952,75600,2170,57
Belize,americas,1953,77700,2210,57.6
Belize,americas,1954,79900,2240,58.2
Belize,americas,1955,82100,2280,58.7
Belize,americas,1956,84500,2320,59.3
Belize,americas,1957,87000,2360,59.8
Belize,americas,1958,89500,2390,60.4
Belize,americas,1959,92100,2430,61
Belize,americas,1960,94700,2490,61.5
Belize,americas,1961,97400,2540,62.1
Belize,americas,1962,100000,2590,62.7
Belize,americas,1963,103000,2650,63.3
Belize,americas,1964,106000,2720,63.9
Belize,americas,1965,109000,2800,64.5
Belize,americas,1966,113000,2880,65.1
Belize,americas,1967,116000,3050,65.7
Belize,americas,1968,119000,3170,66.2
Belize,americas,1969,122000,3290,66.8
Belize,americas,1970,125000,3440,67.2
Belize,americas,1971,127000,3530,67.5
Belize,americas,1972,129000,3450,67.8
Belize,americas,1973,131000,3710,68.2
Belize,americas,1974,133000,3680,68.5
Belize,americas,1975,135000,3600,68.7
Belize,americas,1976,137000,3700,69
Belize,americas,1977,139000,3930,69.2
Belize,americas,1978,141000,4010,69.5
Belize,americas,1979,144000,4110,69.6
Belize,americas,1980,148000,4060,69.8
Belize,americas,1981,151000,3940,70
Belize,americas,1982,156000,3750,70.4
Belize,americas,1983,160000,3710,70.9
Belize,americas,1984,165000,3640,71.3
Belize,americas,1985,170000,3710,71.6
Belize,americas,1986,174000,4010,71.9
Belize,americas,1987,179000,4260,72.1
Belize,americas,1988,183000,4690,71.9
Belize,americas,1989,188000,5120,72
Belize,americas,1990,191000,5600,72.3
Belize,americas,1991,194000,6170,72.3
Belize,americas,1992,198000,6450,72.2
Belize,americas,1993,202000,6330,72.1
Belize,americas,1994,207000,6200,72
Belize,americas,1995,214000,6100,71.5
Belize,americas,1996,222000,6090,71.1
Belize,americas,1997,230000,6080,69.8
Belize,americas,1998,239000,6370,70.4
Belize,americas,1999,247000,6950,70.3
Belize,americas,2000,255000,7080,70.9
Belize,americas,2001,262000,7240,71.3
Belize,americas,2002,269000,7700,71.5
Belize,americas,2003,277000,7860,71.8
Belize,americas,2004,284000,7850,72.3
Belize,americas,2005,291000,8000,72.6
Belize,americas,2006,299000,7880,73.2
Belize,americas,2007,307000,7930,73.5
Belize,americas,2008,315000,7780,73.5
Belize,americas,2009,322000,7850,73.6
Belize,americas,2010,330000,7830,73.8
Belize,americas,2011,338000,7880,74
Belize,americas,2012,346000,7770,74.1
Belize,americas,2013,353000,7880,74.1
Belize,americas,2014,361000,7980,74
Belize,americas,2015,368000,7770,74.1
Belize,americas,2016,376000,7730,74.2
Belize,americas,2017,383000,7810,74.3
Belize,americas,2018,390000,7820,74.4
Belize,americas,2019,398000,7780,74.5
Belize,americas,2020,405000,7720,74.7
Belize,americas,2021,412000,7650,74.8
Bolivia,americas,1799,887000,85,33
Bolivia,americas,1800,897000,85,33
Bolivia,americas,1801,906000,85,33
Bolivia,americas,1802,916000,85,33
Bolivia,americas,1803,926000,85,33
Bolivia,americas,1804,936000,85,33
Bolivia,americas,1805,946000,85,33
Bolivia,americas,1806,956000,85,33
Bolivia,americas,1807,967000,85,33
Bolivia,americas,1808,977000,85,33
Bolivia,americas,1809,988000,85,33
Bolivia,americas,1810,999000,85,33
Bolivia,americas,1811,1010000,85,33
Bolivia,americas,1812,1020000,85,33
Bolivia,americas,1813,1030000,85,33
Bolivia,americas,1814,1040000,85,33
Bolivia,americas,1815,1050000,85,33
Bolivia,americas,1816,1070000,860,33
Bolivia,americas,1817,1080000,86,33
Bolivia,americas,1818,1090000,86,33
Bolivia,americas,1819,1100000,87,33
Bolivia,americas,1820,1110000,88,33
Bolivia,americas,1821,1120000,89,33
Bolivia,americas,1822,1120000,910,33
Bolivia,americas,1823,1130000,92,33
Bolivia,americas,1824,1140000,93,33
Bolivia,americas,1825,1150000,94,33
Bolivia,americas,1826,1160000,96,33
Bolivia,americas,1827,1170000,97,33
Bolivia,americas,1828,1180000,98,33
Bolivia,americas,1829,1180000,1000,33
Bolivia,americas,1830,1190000,1020,33
Bolivia,americas,1831,1200000,1030,33
Bolivia,americas,1832,1210000,1050,33
Bolivia,americas,1833,1220000,1060,33
Bolivia,americas,1834,1230000,1080,33
Bolivia,americas,1835,1240000,1090,33
Bolivia,americas,1836,1250000,1110,33
Bolivia,americas,1837,1260000,1120,33
Bolivia,americas,1838,1270000,1140,33
Bolivia,americas,1839,1280000,1150,33
Bolivia,americas,1840,1290000,1170,33
Bolivia,americas,1841,1290000,1180,33
Bolivia,americas,1842,1300000,1200,33
Bolivia,americas,1843,1310000,1220,33
Bolivia,americas,1844,1320000,1230,33
Bolivia,americas,1845,1330000,1250,33
Bolivia,americas,1846,1340000,1250,33
Bolivia,americas,1847,1350000,1260,33
Bolivia,americas,1848,1360000,1260,33
Bolivia,americas,1849,1370000,1270,33
Bolivia,americas,1850,1380000,1270,33
Bolivia,americas,1851,1390000,1270,33
Bolivia,americas,1852,1400000,1280,33
Bolivia,americas,1853,1410000,1280,33
Bolivia,americas,1854,1410000,1290,33
Bolivia,americas,1855,1420000,1290,33
Bolivia,americas,1856,1430000,1290,33
Bolivia,americas,1857,1440000,1300,33
Bolivia,americas,1858,1450000,1300,33
Bolivia,americas,1859,1450000,1310,33
Bolivia,americas,1860,1460000,1310,33
Bolivia,americas,1861,1470000,1320,33
Bolivia,americas,1862,1480000,1320,33
Bolivia,americas,1863,1490000,1320,33
Bolivia,americas,1864,1500000,1330,33
Bolivia,americas,1865,1510000,1330,33
Bolivia,americas,1866,1510000,1340,33
Bolivia,americas,1867,1520000,1340,33
Bolivia,americas,1868,1520000,1340,33
Bolivia,americas,1869,1510000,1350,33
Bolivia,americas,1870,1490000,1350,33
Bolivia,americas,1871,1450000,1360,33.1
Bolivia,americas,1872,1410000,1360,33.1
Bolivia,americas,1873,1370000,1370,33.1
Bolivia,americas,1874,1330000,1370,33.1
Bolivia,americas,1875,1290000,1380,33.2
Bolivia,americas,1876,1250000,1380,33.2
Bolivia,americas,1877,1220000,1380,33.2
Bolivia,americas,1878,1200000,1390,33.3
Bolivia,americas,1879,1180000,1390,33.3
Bolivia,americas,1880,1190000,1400,33.3
Bolivia,americas,1881,1200000,1400,33.4
Bolivia,americas,1882,1230000,1410,33.4
Bolivia,americas,1883,1260000,1410,33.4
Bolivia,americas,1884,1290000,1410,33.4
Bolivia,americas,1885,1320000,1420,33.5
Bolivia,americas,1886,1350000,1420,33.5
Bolivia,americas,1887,1380000,1430,33.5
Bolivia,americas,1888,1410000,1430,33.5
Bolivia,americas,1889,1450000,1440,33.6
Bolivia,americas,1890,1480000,1450,33.6
Bolivia,americas,1891,1520000,1470,33.6
Bolivia,americas,1892,1550000,1470,33.7
Bolivia,americas,1893,1590000,1530,33.7
Bolivia,americas,1894,1630000,1530,33.7
Bolivia,americas,1895,1660000,1430,33.8
Bolivia,americas,1896,1700000,1460,33.8
Bolivia,americas,1897,1740000,1490,33.8
Bolivia,americas,1898,1780000,1500,33.9
Bolivia,americas,1899,1810000,1540,33.9
Bolivia,americas,1900,1840000,1600,33.9
Bolivia,americas,1901,1860000,1540,33.9
Bolivia,americas,1902,1880000,1540,34
Bolivia,americas,1903,1890000,1540,34
Bolivia,americas,1904,1910000,1590,34
Bolivia,americas,1905,1930000,1650,34
Bolivia,americas,1906,1950000,1660,34.1
Bolivia,americas,1907,1970000,1710,34.1
Bolivia,americas,1908,1990000,1740,34.1
Bolivia,americas,1909,2009999.9999999998,1810,34.2
Bolivia,americas,1910,2040000,1840,34.2
Bolivia,americas,1911,2069999.9999999998,1890,34.2
Bolivia,americas,1912,2110000,1970,34.3
Bolivia,americas,1913,2140000,1870,34.3
Bolivia,americas,1914,2180000,1900,34.3
Bolivia,americas,1915,2210000,1940,34.3
Bolivia,americas,1916,2250000,2070,34.4
Bolivia,americas,1917,2280000,2070,30.4
Bolivia,americas,1918,2320000,2060,34.4
Bolivia,americas,1919,2350000,2040,34.5
Bolivia,americas,1920,2380000,1950,34.5
Bolivia,americas,1921,2410000,2110,34.5
Bolivia,americas,1922,2440000,2120,34.5
Bolivia,americas,1923,2460000,2190,34.6
Bolivia,americas,1924,2490000,2260,34.6
Bolivia,americas,1925,2520000,2280,34.6
Bolivia,americas,1926,2550000,2420,34.7
Bolivia,americas,1927,2580000,2490,34.7
Bolivia,americas,1928,2610000,2560,34.7
Bolivia,americas,1929,2640000,2410,34.8
Bolivia,americas,1930,2670000,2150,34.8
Bolivia,americas,1931,2700000,1980,34.8
Bolivia,americas,1932,2730000,2060,34.8
Bolivia,americas,1933,2770000,2220,34.9
Bolivia,americas,1934,2800000,2290,34.9
Bolivia,americas,1935,2830000,2350,34.9
Bolivia,americas,1936,2860000,2510,35
Bolivia,americas,1937,2900000,2570,35
Bolivia,americas,1938,2920000,2630,35
Bolivia,americas,1939,2950000,2810,35
Bolivia,americas,1940,2970000,2980,35.8
Bolivia,americas,1941,2980000,3020,36.6
Bolivia,americas,1942,2990000,3080,37.3
Bolivia,americas,1943,3000000,3050,38.1
Bolivia,americas,1944,3000000,3130,38.8
Bolivia,americas,1945,3010000,3050,39.6
Bolivia,americas,1946,3020000,2950,40.4
Bolivia,americas,1947,3030000,3150,41.1
Bolivia,americas,1948,3050000,3250,41.9
Bolivia,americas,1949,3080000,3180,42.7
Bolivia,americas,1950,3120000,3390,42.9
Bolivia,americas,1951,3170000,3420,43.2
Bolivia,americas,1952,3220000,3030,43.5
Bolivia,americas,1953,3270000,3030,43.9
Bolivia,americas,1954,3330000,3120,44.2
Bolivia,americas,1955,3390000,2870,44.6
Bolivia,americas,1956,3450000,2720,45
Bolivia,americas,1957,3520000,2720,45.3
Bolivia,americas,1958,3590000,2650,45.7
Bolivia,americas,1959,3660000,2700,46
Bolivia,americas,1960,3730000,2700,46.4
Bolivia,americas,1961,3800000,2780,46.8
Bolivia,americas,1962,3880000,2900,47.2
Bolivia,americas,1963,3960000,2970,47.6
Bolivia,americas,1964,4040000,3040,47.9
Bolivia,americas,1965,4120000,3180,48.3
Bolivia,americas,1966,4210000,3300,48.7
Bolivia,americas,1967,4300000,3500,49
Bolivia,americas,1968,4390000,3570,49.4
Bolivia,americas,1969,4480000,3660,49.8
Bolivia,americas,1970,4580000,3710,50.4
Bolivia,americas,1971,4680000,3810,51.1
Bolivia,americas,1972,4790000,3970,51.7
Bolivia,americas,1973,4890000,4070,52.3
Bolivia,americas,1974,5000000,4240,53
Bolivia,americas,1975,5110000,4460,53.6
Bolivia,americas,1976,5230000,4530,54.1
Bolivia,americas,1977,5340000,4570,54.6
Bolivia,americas,1978,5460000,4470,55.3
Bolivia,americas,1979,5580000,4330,55.9
Bolivia,americas,1980,5700000,4290,56.4
Bolivia,americas,1981,5810000,4030,56.7
Bolivia,americas,1982,5930000,3790,57
Bolivia,americas,1983,6050000,3760,57.7
Bolivia,americas,1984,6180000,3670,58.2
Bolivia,americas,1985,6310000,3490,58.8
Bolivia,americas,1986,6440000,3520,59.2
Bolivia,americas,1987,6580000,3580,59.6
Bolivia,americas,1988,6720000,3600,60.2
Bolivia,americas,1989,6860000,3700,60.9
Bolivia,americas,1990,7010000,3820,61.3
Bolivia,americas,1991,7160000,3800,61.8
Bolivia,americas,1992,7310000,3880,62.3
Bolivia,americas,1993,7470000,3980,63
Bolivia,americas,1994,7620000,4080,63.6
Bolivia,americas,1995,7780000,4170,64.2
Bolivia,americas,1996,7940000,4290,64.7
Bolivia,americas,1997,8100000,4420,65.3
Bolivia,americas,1998,8260000,4350,65.9
Bolivia,americas,1999,8420000,4370,66.5
Bolivia,americas,2000,8580000,4360,67.2
Bolivia,americas,2001,8740000,4390,67.6
Bolivia,americas,2002,8910000,4420,68.1
Bolivia,americas,2003,9070000,4520,68.5
Bolivia,americas,2004,9230000,4640,69
Bolivia,americas,2005,9400000,4780,69.4
Bolivia,americas,2006,9560000,4910,69.7
Bolivia,americas,2007,9720000,5130,70.1
Bolivia,americas,2008,9880000,5210,70.5
Bolivia,americas,2009,10000000,5340,70.8
Bolivia,americas,2010,10200000,5530,71.1
Bolivia,americas,2011,10400000,5720,71.4
Bolivia,americas,2012,10500000,6010,71.7
Bolivia,americas,2013,10700000,6240,71.9
Bolivia,americas,2014,10900000,6440,72.2
Bolivia,americas,2015,11000000,6620,72.5
Bolivia,americas,2016,11200000,6800,72.8
Bolivia,americas,2017,11400000,6990,73.1
Bolivia,americas,2018,11500000,7150,73.3
Bolivia,americas,2019,11700000,7320,73.6
Bolivia,americas,2020,11800000,7480,73.8
Bolivia,americas,2021,12000000,7640,74.1
Brazil,americas,1799,2500000,1120,32
Brazil,americas,1800,2570000,1120,32
Brazil,americas,1801,2650000,1120,32
Brazil,americas,1802,2730000,1120,32
Brazil,americas,1803,2810000,1120,32
Brazil,americas,1804,2900000,1120,32
Brazil,americas,1805,2980000,1120,32
Brazil,americas,1806,3070000,1120,32
Brazil,americas,1807,3160000,1120,32
Brazil,americas,1808,3260000,1120,32
Brazil,americas,1809,3360000,1120,32
Brazil,americas,1810,3460000,1120,32
Brazil,americas,1811,3560000,1120,32
Brazil,americas,1812,3670000,1120,32
Brazil,americas,1813,3780000,1120,32
Brazil,americas,1814,3890000,1120,32
Brazil,americas,1815,4010000,1120,32
Brazil,americas,1816,4130000,1120,32
Brazil,americas,1817,4250000,1120,32
Brazil,americas,1818,4370000,1120,32
Brazil,americas,1819,4470000,1120,32
Brazil,americas,1820,4570000,1120,32
Brazil,americas,1821,4650000,1120,32
Brazil,americas,1822,4730000,1120,32
Brazil,americas,1823,4800000,1120,32
Brazil,americas,1824,4880000,1120,32
Brazil,americas,1825,4960000,1120,32
Brazil,americas,1826,5030000,1120,32
Brazil,americas,1827,5110000,1120,32
Brazil,americas,1828,5200000,1120,32
Brazil,americas,1829,5280000,1120,32
Brazil,americas,1830,5360000,1120,32
Brazil,americas,1831,5450000,1120,32
Brazil,americas,1832,5530000,1120,32
Brazil,americas,1833,5620000,1120,32
Brazil,americas,1834,5710000,1120,32
Brazil,americas,1835,5800000,1120,32
Brazil,americas,1836,5890000,1120,32
Brazil,americas,1837,5990000,1120,32
Brazil,americas,1838,6080000,1120,32
Brazil,americas,1839,6180000,1120,32
Brazil,americas,1840,6280000,1120,32
Brazil,americas,1841,6380000,1120,32
Brazil,americas,1842,6480000,1120,32
Brazil,americas,1843,6580000,1120,32
Brazil,americas,1844,6690000,1120,32
Brazil,americas,1845,6790000,1120,32
Brazil,americas,1846,6900000,1120,32
Brazil,americas,1847,7010000,1120,32
Brazil,americas,1848,7120000,1120,32
Brazil,americas,1849,7230000,1120,32
Brazil,americas,1850,7350000,1200,32
Brazil,americas,1851,7460000,1170,32
Brazil,americas,1852,7570000,1100,32
Brazil,americas,1853,7690000,1060,32
Brazil,americas,1854,7810000,1070,32
Brazil,americas,1855,7930000,1110,32
Brazil,americas,1856,8050000.000000001,1190,32
Brazil,americas,1857,8180000,1260,32
Brazil,americas,1858,8300000.000000001,1250,32
Brazil,americas,1859,8430000,1280,32
Brazil,americas,1860,8560000,1270,32
Brazil,americas,1861,8690000,1210,32
Brazil,americas,1862,8820000,1240,32
Brazil,americas,1863,8960000,1260,32
Brazil,americas,1864,9100000,1350,32
Brazil,americas,1865,9240000,1400,32
Brazil,americas,1866,9380000,1520,32
Brazil,americas,1867,9530000,1520,32
Brazil,americas,1868,9680000,1520,32
Brazil,americas,1869,9840000,1410,32
Brazil,americas,1870,10000000,1410,32
Brazil,americas,1871,10200000,1450,32
Brazil,americas,1872,10400000,1410,32
Brazil,americas,1873,10600000,1430,32
Brazil,americas,1874,10800000,1450,32
Brazil,americas,1875,11000000,1400,32
Brazil,americas,1876,11200000,1360,32
Brazil,americas,1877,11400000,1430,32.1
Brazil,americas,1878,11600000,1440,32.1
Brazil,americas,1879,11800000,1370,32.1
Brazil,americas,1880,12100000,1380,32.1
Brazil,americas,1881,12300000,1420,32.1
Brazil,americas,1882,12500000,1380,32.1
Brazil,americas,1883,12800000,1470,32.1
Brazil,americas,1884,13000000,1370,32.1
Brazil,americas,1885,13200000,1410,32.1
Brazil,americas,1886,13500000,1320,32.1
Brazil,americas,1887,13700000,1270,32.1
Brazil,americas,1888,14000000,1280,32.2
Brazil,americas,1889,14300000,1410,32.2
Brazil,americas,1890,14600000,1490,32.2
Brazil,americas,1891,15000000,1290,32.2
Brazil,americas,1892,15300000,1100,32.2
Brazil,americas,1893,15700000,1100,32.2
Brazil,americas,1894,16100000.000000002,1310,32.2
Brazil,americas,1895,16500000,1190,32.2
Brazil,americas,1896,16800000,1170,32.2
Brazil,americas,1897,17300000,1200,32.2
Brazil,americas,1898,17700000,1170,32.3
Brazil,americas,1899,18100000,1130,32.3
Brazil,americas,1900,18500000,1220,32.3
Brazil,americas,1901,18900000,1190,32.3
Brazil,americas,1902,19300000,1190,32.3
Brazil,americas,1903,19700000,1190,32.3
Brazil,americas,1904,20100000,1200,32.3
Brazil,americas,1905,20500000,1290,32.3
Brazil,americas,1906,21000000,1260,32.3
Brazil,americas,1907,21400000,1230,32.3
Brazil,americas,1908,21900000,1300,32.3
Brazil,americas,1909,22400000,1280,32.4
Brazil,americas,1910,22800000,1400,32.4
Brazil,americas,1911,23300000,1350,32.4
Brazil,americas,1912,23800000,1350,32.4
Brazil,americas,1913,24300000,1300,32.4
Brazil,americas,1914,24900000,1330,32.4
Brazil,americas,1915,25400000,1340,32.4
Brazil,americas,1916,25900000,1410,32.4
Brazil,americas,1917,26500000,1350,27.4
Brazil,americas,1918,27000000,1490,32.4
Brazil,americas,1919,27600000,1610,32.4
Brazil,americas,1920,28200000,1610,32.5
Brazil,americas,1921,28800000,1680,32.5
Brazil,americas,1922,29300000,1750,32.5
Brazil,americas,1923,29900000,1710,32.5
Brazil,americas,1924,30600000,1680,32.5
Brazil,americas,1925,31200000,1680,32.5
Brazil,americas,1926,31800000,1770,32.5
Brazil,americas,1927,32500000,1930,32.5
Brazil,americas,1928,33100000,1900,32.5
Brazil,americas,1929,33800000,1750,32.5
Brazil,americas,1930,34500000,1680,33
Brazil,americas,1931,35200000,1700,33.5
Brazil,americas,1932,35900000,1800,34
Brazil,americas,1933,36700000,1910,34.5
Brazil,americas,1934,37400000,1920,35
Brazil,americas,1935,38200000,2060,35.5
Brazil,americas,1936,39000000,2090,35.9
Brazil,americas,1937,39800000,2130,36.4
Brazil,americas,1938,40600000,2110,36.9
Brazil,americas,1939,41600000,2090,37.4
Brazil,americas,1940,42600000,2180,38.5
Brazil,americas,1941,43700000,2050,39.7
Brazil,americas,1942,44800000,2280,40.9
Brazil,americas,1943,46000000,2310,42
Brazil,americas,1944,47200000,2320,43.2
Brazil,americas,1945,48500000,2510,44.8
Brazil,americas,1946,49800000,2530,46.4
Brazil,americas,1947,51100000,2720,48
Brazil,americas,1948,52500000,2860,49.6
Brazil,americas,1949,54000000,2900,51.2
Brazil,americas,1950,55600000,2950,51.5
Brazil,americas,1951,57300000,3080,52
Brazil,americas,1952,59000000,3130,52.5
Brazil,americas,1953,60700000,3280,53
Brazil,americas,1954,62500000,3470,53.5
Brazil,americas,1955,64400000.00000001,3460,54
Brazil,americas,1956,66200000,3620,54.5
Brazil,americas,1957,68100000,3890,55.1
Brazil,americas,1958,70100000,4150,55.6
Brazil,americas,1959,72200000,4400,56.1
Brazil,americas,1960,74300000,4650,56.6
Brazil,americas,1961,76500000,4810,57.1
Brazil,americas,1962,78800000,4700,57.6
Brazil,americas,1963,81100000,4720,58
Brazil,americas,1964,83400000,4700,58.5
Brazil,americas,1965,85700000,4870,58.9
Brazil,americas,1966,88000000,4940,59.3
Brazil,americas,1967,90400000,5270,59.7
Brazil,americas,1968,92700000,5620,60.1
Brazil,americas,1969,95100000,6040,60.6
Brazil,americas,1970,97500000,6550,61
Brazil,americas,1971,99900000,7150,61.4
Brazil,americas,1972,102000000,7950,61.9
Brazil,americas,1973,105000000,8380,62.3
Brazil,americas,1974,107000000,8600,62.8
Brazil,americas,1975,110000000,9260,63.2
Brazil,americas,1976,112000000,9490,63.7
Brazil,americas,1977,115000000,9720,64.2
Brazil,americas,1978,118000000,10100,64.6
Brazil,americas,1979,121000000,10800,64.9
Brazil,americas,1980,124000000,10100,65.3
Brazil,americas,1981,126000000,9960,65.5
Brazil,americas,1982,129000000,9460,65.7
Brazil,americas,1983,132000000,9770,65.8
Brazil,americas,1984,135000000,10300,66
Brazil,americas,1985,138000000,10900,66.4
Brazil,americas,1986,141000000,11100,66.7
Brazil,americas,1987,144000000,10800,67.1
Brazil,americas,1988,146000000,11000,67.4
Brazil,americas,1989,149000000,10300,67.5
Brazil,americas,1990,152000000,10300,68.1
Brazil,americas,1991,154000000,10100,68.4
Brazil,americas,1992,157000000,10400,68.5
Brazil,americas,1993,159000000,10800,68.9
Brazil,americas,1994,162000000,11100,69.3
Brazil,americas,1995,165000000,11100,69.7
Brazil,americas,1996,167000000,11300,70.2
Brazil,americas,1997,170000000,11200,70.6
Brazil,americas,1998,172000000,11100,71
Brazil,americas,1999,175000000,11400,71.4
Brazil,americas,2000,177000000,11400,71.8
Brazil,americas,2001,180000000,11600,72.1
Brazil,americas,2002,182000000,11600,72.3
Brazil,americas,2003,184000000,12100,72.6
Brazil,americas,2004,186000000,12400,73.1
Brazil,americas,2005,188000000,12700,73.5
Brazil,americas,2006,190000000,13300,73.7
Brazil,americas,2007,192000000,13900,74
Brazil,americas,2008,194000000,13700,74.2
Brazil,americas,2009,196000000,14600,74.4
Brazil,americas,2010,198000000,15100,74.5
Brazil,americas,2011,199000000,15200,74.9
Brazil,americas,2012,201000000,15500,75.1
Brazil,americas,2013,203000000,15500,75.3
Brazil,americas,2014,204000000,14800,75.5
Brazil,americas,2015,206000000,14200,75.4
Brazil,americas,2016,208000000,14200,75.5
Brazil,americas,2017,209000000,14300,75.7
Brazil,americas,2018,211000000,14300,75.9
Brazil,americas,2019,213000000,14500,76.1
Brazil,americas,2020,214000000,14800,76.3
Brazil,americas,2021,215000000,15000,76.5
Barbados,americas,1799,81700,91,32.1
Barbados,americas,1800,81700,91,32.1
Barbados,americas,1801,81700,91,32.1
Barbados,americas,1802,81700,91,32.1
Barbados,americas,1803,81700,91,32.1
Barbados,americas,1804,81700,91,32.1
Barbados,americas,1805,81700,91,32.1
Barbados,americas,1806,81700,91,32.1
Barbados,americas,1807,81700,91,32.1
Barbados,americas,1808,81700,91,32.1
Barbados,americas,1809,81700,91,32.1
Barbados,americas,1810,81700,91,32.1
Barbados,americas,1811,81700,91,32.1
Barbados,americas,1812,81700,91,32.1
Barbados,americas,1813,81700,91,32.1
Barbados,americas,1814,81700,91,32.1
Barbados,americas,1815,81700,91,32.1
Barbados,americas,1816,81700,91,32.1
Barbados,americas,1817,81700,91,32.1
Barbados,americas,1818,82000,91,32.1
Barbados,americas,1819,82600,91,32.1
Barbados,americas,1820,83400,92,32.1
Barbados,americas,1821,84600,92,32.1
Barbados,americas,1822,86000,93,32.1
Barbados,americas,1823,87500,94,32.1
Barbados,americas,1824,89000,94,32.1
Barbados,americas,1825,90500,95,32.1
Barbados,americas,1826,92100,960,32.1
Barbados,americas,1827,93600,96,32.1
Barbados,americas,1828,95200,97,32.1
Barbados,americas,1829,96900,980,32.1
Barbados,americas,1830,98500,98,32.1
Barbados,americas,1831,100000,99,32.1
Barbados,americas,1832,102000,1000,32.1
Barbados,americas,1833,104000,1010,32.1
Barbados,americas,1834,105000,1010,32.1
Barbados,americas,1835,107000,1020,32.1
Barbados,americas,1836,109000,1030,32.1
Barbados,americas,1837,111000,1030,32.1
Barbados,americas,1838,113000,1040,32.1
Barbados,americas,1839,115000,1050,32.1
Barbados,americas,1840,117000,1060,32.1
Barbados,americas,1841,119000,1060,32.1
Barbados,americas,1842,121000,1070,32.1
Barbados,americas,1843,123000,1080,32.1
Barbados,americas,1844,125000,1080,32.1
Barbados,americas,1845,127000,1090,32.1
Barbados,americas,1846,129000,1100,32.1
Barbados,americas,1847,131000,1110,32.1
Barbados,americas,1848,134000,1110,32.1
Barbados,americas,1849,136000,1120,32.1
Barbados,americas,1850,137000,1130,32.1
Barbados,americas,1851,139000,1140,32.1
Barbados,americas,1852,141000,1140,32.1
Barbados,americas,1853,143000,1150,32.1
Barbados,americas,1854,144000,1160,32.1
Barbados,americas,1855,146000,1170,32.1
Barbados,americas,1856,148000,1180,32.1
Barbados,americas,1857,149000,1180,32.1
Barbados,americas,1858,151000,1190,32.1
Barbados,americas,1859,152000,1200,32.1
Barbados,americas,1860,154000,1210,32.1
Barbados,americas,1861,155000,1220,32.1
Barbados,americas,1862,156000,1220,32.1
Barbados,americas,1863,157000,1230,32.1
Barbados,americas,1864,157000,1240,32.1
Barbados,americas,1865,158000,1250,32.1
Barbados,americas,1866,159000,1260,32.1
Barbados,americas,1867,160000,1270,32.1
Barbados,americas,1868,161000,1270,32.1
Barbados,americas,1869,162000,1280,32.1
Barbados,americas,1870,163000,1290,32.1
Barbados,americas,1871,164000,1300,32.2
Barbados,americas,1872,165000,1310,32.2
Barbados,americas,1873,166000,1320,32.2
Barbados,americas,1874,167000,1330,32.2
Barbados,americas,1875,168000,1340,32.3
Barbados,americas,1876,169000,1350,32.3
Barbados,americas,1877,170000,1350,32.3
Barbados,americas,1878,171000,1360,32.3
Barbados,americas,1879,172000,1370,32.3
Barbados,americas,1880,173000,1380,32.4
Barbados,americas,1881,174000,1390,32.4
Barbados,americas,1882,175000,1400,32.4
Barbados,americas,1883,176000,1410,32.4
Barbados,americas,1884,177000,1420,32.4
Barbados,americas,1885,179000,1430,32.5
Barbados,americas,1886,180000,1440,32.5
Barbados,americas,1887,181000,1450,32.5
Barbados,americas,1888,182000,1460,32.5
Barbados,americas,1889,183000,1470,32.5
Barbados,americas,1890,184000,1480,32.6
Barbados,americas,1891,186000,1490,32.6
